Detector, Descriptor, Matcher, Selector, Number of Keypoints, Size of Neighborhood, Number of Matched Keypoints, Time (ms Keypoints Detection), Time (ms Descriptor Extraction), Time (ms Total)
FAST, BRIEF, MAT_FLANN, SEL_NN, 406, 7, 418, 2.12462, 4.81216, 6.93677
FAST, BRIEF, MAT_FLANN, SEL_NN, 396, 7, 406, 2.04881, 5.16397, 7.21278
FAST, BRIEF, MAT_FLANN, SEL_NN, 401, 7, 396, 2.13834, 5.18167, 7.32002
FAST, BRIEF, MAT_FLANN, SEL_KNN, 427, 7, 232, 2.11375, 5.66297, 7.77672
FAST, BRIEF, MAT_FLANN, SEL_KNN, 404, 7, 254, 2.2192, 5.51149, 7.73069
FAST, BRIEF, MAT_FLANN, SEL_KNN, 423, 7, 238, 1.99364, 5.53728, 7.53092
FAST, BRIEF, MAT_FLANN, SEL_KNN, 386, 7, 245, 2.05002, 5.38928, 7.4393
FAST, BRIEF, MAT_FLANN, SEL_KNN, 414, 7, 231, 1.93283, 5.26227, 7.1951
FAST, BRIEF, MAT_FLANN, SEL_KNN, 418, 7, 248, 2.02547, 7.6505, 9.67597
FAST, BRIEF, MAT_FLANN, SEL_KNN, 406, 7, 258, 2.14607, 5.55507, 7.70114
FAST, BRIEF, MAT_FLANN, SEL_KNN, 396, 7, 264, 3.18241, 6.51273, 9.69514
FAST, BRIEF, MAT_FLANN, SEL_KNN, 401, 7, 239, 2.08059, 5.49674, 7.57732
FAST, ORB, MAT_BF, SEL_NN, 427, 7, 419, 1.94214, 2.09076, 4.0329
FAST, ORB, MAT_BF, SEL_NN, 404, 7, 427, 2.22194, 2.19722, 4.41916
FAST, ORB, MAT_BF, SEL_NN, 423, 7, 404, 2.13579, 2.11752, 4.25331
FAST, ORB, MAT_BF, SEL_NN, 386, 7, 423, 2.12577, 2.27935, 4.40512
FAST, ORB, MAT_BF, SEL_NN, 414, 7, 386, 1.99458, 1.90003, 3.89461
FAST, ORB, MAT_BF, SEL_NN, 418, 7, 414, 1.89999, 2.66853, 4.56851
FAST, ORB, MAT_BF, SEL_NN, 406, 7, 418, 2.04343, 1.92708, 3.97051
FAST, ORB, MAT_BF, SEL_NN, 396, 7, 406, 2.21364, 2.37822, 4.59185
FAST, ORB, MAT_BF, SEL_NN, 401, 7, 396, 2.47252, 1.92458, 4.39711
FAST, ORB, MAT_BF, SEL_KNN, 427, 7, 307, 2.51827, 2.25458, 4.77286
FAST, ORB, MAT_BF, SEL_KNN, 404, 7, 308, 2.00319, 2.16075, 4.16394
FAST, ORB, MAT_BF, SEL_KNN, 423, 7, 298, 2.0709, 2.74748, 4.81838
FAST, ORB, MAT_BF, SEL_KNN, 386, 7, 321, 1.95111, 2.11855, 4.06966
FAST, ORB, MAT_BF, SEL_KNN, 414, 7, 283, 2.68994, 1.95841, 4.64835
FAST, ORB, MAT_BF, SEL_KNN, 418, 7, 315, 2.08157, 2.20902, 4.29059
FAST, ORB, MAT_BF, SEL_KNN, 406, 7, 323, 2.05387, 2.57598, 4.62985
FAST, ORB, MAT_BF, SEL_KNN, 396, 7, 302, 2.01074, 2.15639, 4.16713
FAST, ORB, MAT_BF, SEL_KNN, 401, 7, 311, 2.17799, 2.39096, 4.56895
FAST, ORB, MAT_FLANN, SEL_NN, 427, 7, 419, 2.09025, 5.33037, 7.42062
FAST, ORB, MAT_FLANN, SEL_NN, 404, 7, 427, 2.07571, 5.25363, 7.32935
FAST, ORB, MAT_FLANN, SEL_NN, 423, 7, 404, 1.93563, 5.12332, 7.05895
FAST, ORB, MAT_FLANN, SEL_NN, 386, 7, 423, 2.06627, 5.0438, 7.11006
FAST, ORB, MAT_FLANN, SEL_NN, 414, 7, 386, 2.16087, 5.99197, 8.15284
FAST, ORB, MAT_FLANN, SEL_NN, 418, 7, 414, 2.68779, 5.4528, 8.14058
FAST, ORB, MAT_FLANN, SEL_NN, 406, 7, 418, 2.01263, 5.24859, 7.26121
FAST, ORB, MAT_FLANN, SEL_NN, 396, 7, 406, 2.00604, 5.06145, 7.06749
FAST, ORB, MAT_FLANN, SEL_NN, 401, 7, 396, 2.14712, 4.90355, 7.05066
FAST, ORB, MAT_FLANN, SEL_KNN, 427, 7, 238, 2.06099, 5.5418, 7.60279
FAST, ORB, MAT_FLANN, SEL_KNN, 404, 7, 221, 2.14886, 6.00881, 8.15768
FAST, ORB, MAT_FLANN, SEL_KNN, 423, 7, 222, 2.03726, 7.04288, 9.08014
FAST, ORB, MAT_FLANN, SEL_KNN, 386, 7, 230, 2.03515, 6.95447, 8.98962
FAST, ORB, MAT_FLANN, SEL_KNN, 414, 7, 229, 2.07613, 5.17741, 7.25354
FAST, ORB, MAT_FLANN, SEL_KNN, 418, 7, 240, 3.15754, 7.23993, 10.3975
FAST, ORB, MAT_FLANN, SEL_KNN, 406, 7, 252, 2.03676, 5.60722, 7.64399
FAST, ORB, MAT_FLANN, SEL_KNN, 396, 7, 229, 2.10047, 5.33561, 7.43608
FAST, ORB, MAT_FLANN, SEL_KNN, 401, 7, 238, 2.24139, 6.04288, 8.28427
FAST, FREAK, MAT_BF, SEL_NN, 427, 7, 419, 2.19361, 2.35919, 4.5528
FAST, FREAK, MAT_BF, SEL_NN, 404, 7, 427, 2.09252, 2.12508, 4.2176
FAST, FREAK, MAT_BF, SEL_NN, 423, 7, 404, 2.10594, 2.22375, 4.32969
FAST, FREAK, MAT_BF, SEL_NN, 386, 7, 423, 2.09154, 2.09573, 4.18727
FAST, FREAK, MAT_BF, SEL_NN, 414, 7, 386, 2.15922, 2.30575, 4.46497
FAST, FREAK, MAT_BF, SEL_NN, 418, 7, 414, 2.04261, 2.10208, 4.14469
FAST, FREAK, MAT_BF, SEL_NN, 406, 7, 418, 2.101, 2.73821, 4.83921
FAST, FREAK, MAT_BF, SEL_NN, 396, 7, 406, 3.26605, 2.00709, 5.27313
FAST, FREAK, MAT_BF, SEL_NN, 401, 7, 396, 2.16401, 2.0378, 4.20181
FAST, FREAK, MAT_BF, SEL_KNN, 427, 7, 251, 2.19964, 2.5913, 4.79093
FAST, FREAK, MAT_BF, SEL_KNN, 404, 7, 247, 2.29386, 2.34934, 4.6432
FAST, FREAK, MAT_BF, SEL_KNN, 423, 7, 233, 2.05482, 2.27272, 4.32754
FAST, FREAK, MAT_BF, SEL_KNN, 386, 7, 255, 2.15944, 2.14414, 4.30357
FAST, FREAK, MAT_BF, SEL_KNN, 414, 7, 231, 2.18616, 2.31498, 4.50114
FAST, FREAK, MAT_BF, SEL_KNN, 418, 7, 265, 2.15064, 2.395, 4.54564
FAST, FREAK, MAT_BF, SEL_KNN, 406, 7, 251, 2.09722, 2.247, 4.34422
FAST, FREAK, MAT_BF, SEL_KNN, 396, 7, 253, 2.16494, 2.13607, 4.301
FAST, FREAK, MAT_BF, SEL_KNN, 401, 7, 247, 2.55071, 2.18321, 4.73392
FAST, FREAK, MAT_FLANN, SEL_NN, 427, 7, 419, 2.09135, 5.98419, 8.07554
FAST, FREAK, MAT_FLANN, SEL_NN, 404, 7, 427, 2.1196, 6.38994, 8.50954
FAST, FREAK, MAT_FLANN, SEL_NN, 423, 7, 404, 2.07097, 5.94475, 8.01571
FAST, FREAK, MAT_FLANN, SEL_NN, 386, 7, 423, 2.0326, 5.82868, 7.86128
FAST, FREAK, MAT_FLANN, SEL_NN, 414, 7, 386, 1.9676, 5.80817, 7.77577
FAST, FREAK, MAT_FLANN, SEL_NN, 418, 7, 414, 2.2403, 6.60643, 8.84673
FAST, FREAK, MAT_FLANN, SEL_NN, 406, 7, 418, 2.11668, 6.31181, 8.42849
FAST, FREAK, MAT_FLANN, SEL_NN, 396, 7, 406, 2.01894, 5.89192, 7.91086
FAST, FREAK, MAT_FLANN, SEL_NN, 401, 7, 396, 2.51911, 5.77071, 8.28982
FAST, FREAK, MAT_FLANN, SEL_KNN, 427, 7, 177, 3.44995, 7.60967, 11.0596
FAST, FREAK, MAT_FLANN, SEL_KNN, 404, 7, 190, 2.93806, 6.40987, 9.34793
FAST, FREAK, MAT_FLANN, SEL_KNN, 423, 7, 164, 2.07534, 6.04396, 8.1193
FAST, FREAK, MAT_FLANN, SEL_KNN, 386, 7, 188, 2.11693, 6.47245, 8.58938
FAST, FREAK, MAT_FLANN, SEL_KNN, 414, 7, 168, 2.0511, 5.86616, 7.91726
FAST, FREAK, MAT_FLANN, SEL_KNN, 418, 7, 179, 2.14431, 6.87085, 9.01516
FAST, FREAK, MAT_FLANN, SEL_KNN, 406, 7, 193, 1.88289, 5.86104, 7.74393
FAST, FREAK, MAT_FLANN, SEL_KNN, 396, 7, 170, 2.08496, 6.14706, 8.23202
FAST, FREAK, MAT_FLANN, SEL_KNN, 401, 7, 174, 2.10038, 6.02887, 8.12925
FAST, SIFT, MAT_BF, SEL_NN, 427, 7, 419, 2.80502, 4.09802, 6.90304
FAST, SIFT, MAT_BF, SEL_NN, 404, 7, 427, 2.02852, 3.28984, 5.31836
FAST, SIFT, MAT_BF, SEL_NN, 423, 7, 404, 2.91423, 3.92113, 6.83536
FAST, SIFT, MAT_BF, SEL_NN, 386, 7, 423, 2.12668, 3.20311, 5.32979
FAST, SIFT, MAT_BF, SEL_NN, 414, 7, 386, 2.43472, 3.98777, 6.42249
FAST, SIFT, MAT_BF, SEL_NN, 418, 7, 414, 3.29036, 4.71422, 8.00457
FAST, SIFT, MAT_BF, SEL_NN, 406, 7, 418, 2.15322, 3.71554, 5.86876
FAST, SIFT, MAT_BF, SEL_NN, 396, 7, 406, 2.18413, 3.11043, 5.29456
FAST, SIFT, MAT_BF, SEL_NN, 401, 7, 396, 2.14677, 4.11791, 6.26469
FAST, SIFT, MAT_BF, SEL_KNN, 427, 7, 316, 2.14101, 3.57545, 5.71646
FAST, SIFT, MAT_BF, SEL_KNN, 404, 7, 325, 2.06962, 3.58078, 5.6504
FAST, SIFT, MAT_BF, SEL_KNN, 423, 7, 297, 2.0693, 3.40773, 5.47703
FAST, SIFT, MAT_BF, SEL_KNN, 386, 7, 311, 2.23926, 3.27671, 5.51598
FAST, SIFT, MAT_BF, SEL_KNN, 414, 7, 291, 2.54766, 3.17006, 5.71772
FAST, SIFT, MAT_BF, SEL_KNN, 418, 7, 326, 2.23332, 3.77722, 6.01054
FAST, SIFT, MAT_BF, SEL_KNN, 406, 7, 315, 2.19803, 4.91432, 7.11235
FAST, SIFT, MAT_BF, SEL_KNN, 396, 7, 300, 2.12287, 4.46282, 6.58569
FAST, SIFT, MAT_BF, SEL_KNN, 401, 7, 301, 2.27535, 3.58677, 5.86212
FAST, SIFT, MAT_FLANN, SEL_NN, 427, 7, 419, 2.23122, 9.50446, 11.7357
FAST, SIFT, MAT_FLANN, SEL_NN, 404, 7, 427, 2.19172, 7.86773, 10.0594
FAST, SIFT, MAT_FLANN, SEL_NN, 423, 7, 404, 1.77349, 9.23437, 11.0079
FAST, SIFT, MAT_FLANN, SEL_NN, 386, 7, 423, 1.79215, 6.74983, 8.54198
FAST, SIFT, MAT_FLANN, SEL_NN, 414, 7, 386, 1.86353, 7.08144, 8.94497
FAST, SIFT, MAT_FLANN, SEL_NN, 418, 7, 414, 2.00082, 7.10019, 9.10102
FAST, SIFT, MAT_FLANN, SEL_NN, 406, 7, 418, 2.18396, 7.0771, 9.26106
FAST, SIFT, MAT_FLANN, SEL_NN, 396, 7, 406, 1.90785, 6.67149, 8.57933
FAST, SIFT, MAT_FLANN, SEL_NN, 401, 7, 396, 1.94463, 7.20365, 9.14828
FAST, SIFT, MAT_FLANN, SEL_KNN, 427, 7, 316, 1.71324, 8.55645, 10.2697
FAST, SIFT, MAT_FLANN, SEL_KNN, 404, 7, 325, 1.73914, 9.3504, 11.0895
FAST, SIFT, MAT_FLANN, SEL_KNN, 423, 7, 297, 2.30943, 9.52137, 11.8308
FAST, SIFT, MAT_FLANN, SEL_KNN, 386, 7, 312, 1.77448, 8.13114, 9.90563
FAST, SIFT, MAT_FLANN, SEL_KNN, 414, 7, 291, 2.9087, 10.2988, 13.2075
FAST, SIFT, MAT_FLANN, SEL_KNN, 418, 7, 327, 2.11219, 8.63383, 10.746
FAST, SIFT, MAT_FLANN, SEL_KNN, 406, 7, 318, 2.03132, 9.98757, 12.0189
FAST, SIFT, MAT_FLANN, SEL_KNN, 396, 7, 302, 2.20968, 9.59595, 11.8056
FAST, SIFT, MAT_FLANN, SEL_KNN, 401, 7, 301, 2.31548, 7.93684, 10.2523
BRISK, BRISK, MAT_BF, SEL_NN, 282, 16.5484, 264, 366.938, 1.00451, 367.942
BRISK, BRISK, MAT_BF, SEL_NN, 282, 13.0737, 282, 367.254, 1.26673, 368.521
BRISK, BRISK, MAT_BF, SEL_NN, 277, 11.6, 282, 361.67, 1.18251, 362.853
BRISK, BRISK, MAT_BF, SEL_NN, 297, 12, 277, 361.281, 0.958346, 362.239
BRISK, BRISK, MAT_BF, SEL_NN, 279, 12.1837, 297, 361.792, 1.14796, 362.94
BRISK, BRISK, MAT_BF, SEL_NN, 289, 11.5455, 279, 372.685, 1.18812, 373.873
BRISK, BRISK, MAT_BF, SEL_NN, 272, 13.625, 289, 381.422, 1.17203, 382.594
BRISK, BRISK, MAT_BF, SEL_NN, 266, 10.5714, 272, 378.056, 1.02165, 379.078
BRISK, BRISK, MAT_BF, SEL_NN, 254, 8.4, 266, 383.178, 0.953747, 384.132
BRISK, BRISK, MAT_BF, SEL_KNN, 282, 16.5484, 171, 381.385, 1.25737, 382.643
BRISK, BRISK, MAT_BF, SEL_KNN, 282, 13.0737, 176, 384.341, 1.38758, 385.728
BRISK, BRISK, MAT_BF, SEL_KNN, 277, 11.6, 157, 380.953, 1.26475, 382.218
BRISK, BRISK, MAT_BF, SEL_KNN, 297, 12, 176, 383.761, 1.35276, 385.114
BRISK, BRISK, MAT_BF, SEL_KNN, 279, 12.1837, 174, 376.806, 1.27088, 378.077
BRISK, BRISK, MAT_BF, SEL_KNN, 289, 11.5455, 188, 387.549, 1.23866, 388.787
BRISK, BRISK, MAT_BF, SEL_KNN, 272, 13.625, 173, 384.602, 1.19457, 385.796
BRISK, BRISK, MAT_BF, SEL_KNN, 266, 10.5714, 171, 377.248, 1.24682, 378.495
BRISK, BRISK, MAT_BF, SEL_KNN, 254, 8.4, 184, 373.172, 1.07885, 374.251
BRISK, BRISK, MAT_FLANN, SEL_NN, 282, 16.5484, 264, 373.747, 3.42041, 377.168
BRISK, BRISK, MAT_FLANN, SEL_NN, 282, 13.0737, 282, 377.595, 4.17184, 381.767
BRISK, BRISK, MAT_FLANN, SEL_NN, 277, 11.6, 282, 382.555, 4.01022, 386.565
BRISK, BRISK, MAT_FLANN, SEL_NN, 297, 12, 277, 382.137, 4.27638, 386.414
BRISK, BRISK, MAT_FLANN, SEL_NN, 279, 12.1837, 297, 384.115, 4.18662, 388.301
BRISK, BRISK, MAT_FLANN, SEL_NN, 289, 11.5455, 279, 378.738, 3.80857, 382.547
BRISK, BRISK, MAT_FLANN, SEL_NN, 272, 13.625, 289, 354.815, 3.7, 358.515
BRISK, BRISK, MAT_FLANN, SEL_NN, 266, 10.5714, 272, 365.611, 3.44687, 369.058
BRISK, BRISK, MAT_FLANN, SEL_NN, 254, 8.4, 266, 382.854, 3.89203, 386.746
BRISK, BRISK, MAT_FLANN, SEL_KNN, 282, 16.5484, 143, 386.837, 3.9563, 390.793
BRISK, BRISK, MAT_FLANN, SEL_KNN, 282, 13.0737, 150, 385.679, 4.2954, 389.974
BRISK, BRISK, MAT_FLANN, SEL_KNN, 277, 11.6, 132, 382.054, 4.13543, 386.19
BRISK, BRISK, MAT_FLANN, SEL_KNN, 297, 12, 144, 377.81, 4.23955, 382.05
BRISK, BRISK, MAT_FLANN, SEL_KNN, 279, 12.1837, 140, 383.215, 4.29654, 387.511
BRISK, BRISK, MAT_FLANN, SEL_KNN, 289, 11.5455, 158, 381.641, 4.17824, 385.82
BRISK, BRISK, MAT_FLANN, SEL_KNN, 272, 13.625, 138, 382.188, 4.49996, 386.687
BRISK, BRISK, MAT_FLANN, SEL_KNN, 266, 10.5714, 149, 380.655, 4.07579, 384.731
BRISK, BRISK, MAT_FLANN, SEL_KNN, 254, 8.4, 158, 384.178, 3.84632, 388.024
BRISK, BRIEF, MAT_BF, SEL_NN, 282, 16.5484, 264, 381.981, 0.957716, 382.939
BRISK, BRIEF, MAT_BF, SEL_NN, 282, 13.0737, 282, 384.766, 1.09926, 385.865
BRISK, BRIEF, MAT_BF, SEL_NN, 277, 11.6, 282, 385.201, 0.961611, 386.163
BRISK, BRIEF, MAT_BF, SEL_NN, 297, 12, 277, 383.503, 1.10199, 384.605
BRISK, BRIEF, MAT_BF, SEL_NN, 279, 12.1837, 297, 384.117, 1.04816, 385.166
BRISK, BRIEF, MAT_BF, SEL_NN, 289, 11.5455, 279, 370.663, 1.0421, 371.705
BRISK, BRIEF, MAT_BF, SEL_NN, 272, 13.625, 289, 373.035, 1.04373, 374.079
BRISK, BRIEF, MAT_BF, SEL_NN, 266, 10.5714, 272, 371.043, 0.966138, 372.009
BRISK, BRIEF, MAT_BF, SEL_NN, 254, 8.4, 266, 372.901, 0.846437, 373.747
BRISK, BRIEF, MAT_BF, SEL_KNN, 282, 16.5484, 178, 372.88, 1.06766, 373.947
BRISK, BRIEF, MAT_BF, SEL_KNN, 282, 13.0737, 205, 372.039, 1.09897, 373.138
BRISK, BRIEF, MAT_BF, SEL_KNN, 277, 11.6, 185, 377.791, 1.11556, 378.906
BRISK, BRIEF, MAT_BF, SEL_KNN, 297, 12, 179, 376.844, 1.14351, 377.987
BRISK, BRIEF, MAT_BF, SEL_KNN, 279, 12.1837, 183, 378.107, 1.17762, 379.285
BRISK, BRIEF, MAT_BF, SEL_KNN, 289, 11.5455, 195, 378.099, 1.20284, 379.302
BRISK, BRIEF, MAT_BF, SEL_KNN, 272, 13.625, 207, 372.374, 1.12426, 373.499
BRISK, BRIEF, MAT_BF, SEL_KNN, 266, 10.5714, 189, 375.411, 1.05734, 376.469
BRISK, BRIEF, MAT_BF, SEL_KNN, 254, 8.4, 183, 374.52, 1.03844, 375.559
BRISK, BRIEF, MAT_FLANN, SEL_NN, 282, 16.5484, 264, 380.864, 3.43875, 384.303
BRISK, BRIEF, MAT_FLANN, SEL_NN, 282, 13.0737, 282, 373.295, 3.25409, 376.549
BRISK, BRIEF, MAT_FLANN, SEL_NN, 277, 11.6, 282, 373.214, 3.27081, 376.485
BRISK, BRIEF, MAT_FLANN, SEL_NN, 297, 12, 277, 380.288, 3.31077, 383.599
BRISK, BRIEF, MAT_FLANN, SEL_NN, 279, 12.1837, 297, 375.922, 3.47824, 379.4
BRISK, BRIEF, MAT_FLANN, SEL_NN, 289, 11.5455, 279, 372.981, 3.15894, 376.14
BRISK, BRIEF, MAT_FLANN, SEL_NN, 272, 13.625, 289, 371.011, 3.21701, 374.228
BRISK, BRIEF, MAT_FLANN, SEL_NN, 266, 10.5714, 272, 379.534, 3.3448, 382.879
BRISK, BRIEF, MAT_FLANN, SEL_NN, 254, 8.4, 266, 376.568, 3.014, 379.582
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 282, 16.5484, 139, 375.421, 3.41586, 378.837
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 282, 13.0737, 167, 376.68, 3.7968, 380.476
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 277, 11.6, 134, 377.403, 3.56063, 380.964
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 297, 12, 144, 371.683, 3.54426, 375.228
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 279, 12.1837, 150, 374.909, 3.79955, 378.709
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 289, 11.5455, 160, 374.943, 3.57861, 378.522
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 272, 13.625, 163, 372.768, 3.58966, 376.357
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 266, 10.5714, 165, 373.471, 3.4036, 376.875
BRISK, BRIEF, MAT_FLANN, SEL_KNN, 254, 8.4, 149, 371.767, 3.26536, 375.032
BRISK, ORB, MAT_BF, SEL_NN, 282, 16.5484, 264, 382.045, 0.955216, 383.001
BRISK, ORB, MAT_BF, SEL_NN, 282, 13.0737, 282, 379.68, 1.03489, 380.715
BRISK, ORB, MAT_BF, SEL_NN, 277, 11.6, 282, 378.233, 0.977771, 379.21
BRISK, ORB, MAT_BF, SEL_NN, 297, 12, 277, 375.52, 1.06793, 376.588
BRISK, ORB, MAT_BF, SEL_NN, 279, 12.1837, 297, 372.617, 1.0932, 373.71
BRISK, ORB, MAT_BF, SEL_NN, 289, 11.5455, 279, 373.464, 1.0254, 374.489
BRISK, ORB, MAT_BF, SEL_NN, 272, 13.625, 289, 370.88, 1.05377, 371.934
BRISK, ORB, MAT_BF, SEL_NN, 266, 10.5714, 272, 373.981, 0.945654, 374.927
BRISK, ORB, MAT_BF, SEL_NN, 254, 8.4, 266, 375.571, 0.870713, 376.442
BRISK, ORB, MAT_BF, SEL_KNN, 282, 16.5484, 162, 375.91, 1.12415, 377.034
BRISK, ORB, MAT_BF, SEL_KNN, 282, 13.0737, 175, 376.196, 1.15152, 377.347
BRISK, ORB, MAT_BF, SEL_KNN, 277, 11.6, 158, 380.742, 1.19319, 381.935
BRISK, ORB, MAT_BF, SEL_KNN, 297, 12, 167, 377.946, 1.16198, 379.108
BRISK, ORB, MAT_BF, SEL_KNN, 279, 12.1837, 160, 378.882, 1.19191, 380.074
BRISK, ORB, MAT_BF, SEL_KNN, 289, 11.5455, 182, 383.867, 1.15298, 385.02
BRISK, ORB, MAT_BF, SEL_KNN, 272, 13.625, 167, 376.265, 1.12479, 377.39
BRISK, ORB, MAT_BF, SEL_KNN, 266, 10.5714, 171, 373.565, 1.09394, 374.659
BRISK, ORB, MAT_BF, SEL_KNN, 254, 8.4, 172, 371.966, 0.992593, 372.958
BRISK, ORB, MAT_FLANN, SEL_NN, 282, 16.5484, 264, 382.913, 3.38476, 386.298
BRISK, ORB, MAT_FLANN, SEL_NN, 282, 13.0737, 282, 379.449, 3.58753, 383.037
